district,month,category,unit_qty,unit_price,unit_total_cost
District 4,August,Office supplies,18,1.34,24.120001
District 4,August,Food,15,1.0599999,15.9
District 4,August,Food,10,.58999997,5.8999996
District 4,August,Food,19,2.5899999,49.209999
District 4,August,Office supplies,14,1.4400001,20.16
District 4,August,Food,10,2.8399999,28.4
District 4,August,Office supplies,1,2.03,2.03
District 4,August,Office supplies,15,2.3800001,35.700001
District 4,August,Office supplies,9,2.1600001,19.440001
District 4,August,Office supplies,13,1.16,15.08
District 4,August,Food,6,2.5899999,15.539999
District 4,August,Food,10,.52999997,5.2999997
District 4,August,Food,16,1.3200001,21.120001
District 4,August,Office supplies,18,2.04,36.720001
District 4,September,Mentors,2,5,10
District 4,September,Food,8,.17,1.36
District 4,September,Food,9,.14,1.26
District 4,September,Office supplies,17,.82999998,14.11
District 4,September,Food,7,1.21,8.4700003
District 4,September,Food,19,1.11,21.09
District 4,September,Office supplies,4,1.97,7.8800001
District 4,September,Food,17,2.0799999,35.360001
District 4,September,Food,3,1.05,3.1499999
District 4,September,Food,9,.89999998,8.0999994
District 4,September,Food,18,.15000001,2.7
District 4,September,Office supplies,9,1.29,11.61
District 4,September,Food,11,2.5899999,28.49
District 4,September,Food,12,1.24,14.88
District 4,September,Food,20,1.23,24.6
District 4,September,Office supplies,6,2.49,14.940001
District 4,September,Office supplies,2,.64999998,1.3
District 4,September,Office supplies,15,1.1900001,17.85
District 4,September,Food,8,1.74,13.92
District 4,September,Food,2,.68000001,1.36
District 4,September,Office supplies,18,.36000001,6.4800005
District 4,September,Office supplies,14,1.61,22.540001
District 4,September,Food,8,1.66,13.28
District 4,October,Mentors,2,5,10
District 4,October,Office supplies,20,1.9299999,38.599998
District 4,October,Food,14,.75,10.5
District 4,October,Food,7,1.78,12.46
District 4,October,Food,7,.61000001,4.27
District 4,October,Office supplies,4,.090000004,.36000001
District 4,October,Food,6,.47,2.8199999
District 4,October,Food,2,2.75,5.5
District 4,October,Food,5,2.0699999,10.349999
District 4,October,Office supplies,18,2.5599999,46.079998
District 4,October,Food,12,2.6900001,32.279999
District 4,October,Office supplies,19,1.72,32.68
District 4,October,Office supplies,11,2.4300001,26.730001
District 4,October,Office supplies,8,.090000004,.72000003
District 4,October,Food,13,2.8599999,37.18
District 4,November,Mentors,2,5,10
District 4,November,Office supplies,4,.28999999,1.16
District 4,November,Food,4,1.4299999,5.7199998
District 4,November,Office supplies,3,1.83,5.4900002
District 4,November,Food,20,2.3299999,46.599998
District 4,November,Office supplies,15,2.24,33.599998
District 4,November,Office supplies,7,1.5,10.5
District 4,November,Food,2,2.9400001,5.8800001
District 4,November,Food,8,2.4100001,19.280001
District 4,November,Food,10,.30000001,3
District 4,November,Food,14,2.48,34.720001
District 4,November,Food,1,.14,.14
District 4,November,Office supplies,4,.85000002,3.4000001
District 4,November,Office supplies,8,.07,.56
District 4,November,Food,12,2.1199999,25.439999
District 4,November,Food,16,.44,7.04
District 4,November,Food,5,.52999997,2.6499999
District 4,November,Office supplies,7,1.98,13.860001
District 4,November,Food,2,.81,1.62
District 4,November,Office supplies,14,1.05,14.699999
District 4,December,Mentors,2,5,10
District 4,December,Food,6,.61000001,3.6600001
District 4,December,Food,20,1.9,38
District 4,December,Office supplies,13,1.9299999,25.09
District 4,December,Office supplies,1,.14,.14
District 4,December,Office supplies,10,2.4300001,24.300001
District 4,December,Food,13,0,0
District 4,December,Food,19,1.21,22.990002
District 4,December,Office supplies,11,2.5999999,28.599998
District 4,December,Food,5,2.24,11.2
District 4,December,Food,8,.38,3.04
District 4,December,Food,3,1.85,5.5500002
District 4,December,Office supplies,13,2.04,26.52
District 4,December,Office supplies,13,1.61,20.93
District 4,December,Office supplies,8,1.72,13.76
District 4,December,Office supplies,13,1.23,15.99
District 4,December,Food,7,.94,6.5799999
District 4,December,Office supplies,11,1.3099999,14.41
District 4,December,Office supplies,19,1.03,19.57
District 4,December,Office supplies,9,2.1800001,19.620001
District 4,December,Food,8,.68000001,5.4400001
District 4,December,Food,1,1.36,1.36
District 4,December,Food,10,1.9299999,19.299999
District 5,January,Mentors,2,5,10
District 5,January,Food,12,.20999999,2.52
District 5,January,Food,14,1.83,25.620001
District 5,January,Office supplies,8,.81,6.48
District 5,January,Office supplies,17,2.6400001,44.880001
District 5,January,Office supplies,3,.22,.65999997
District 5,January,Office supplies,18,.63,11.34
District 5,January,Food,7,.52999997,3.7099998
District 5,January,Office supplies,2,.63999999,1.28
District 5,January,Food,13,2.54,33.02
District 5,January,Office supplies,9,2.3800001,21.420002
District 5,January,Food,13,.87,11.31
District 5,January,Food,17,2.29,38.93
District 5,January,Food,19,2.0899999,39.709999
District 5,January,Food,20,2.3,46
District 5,January,Food,12,.38999999,4.6799998
District 5,January,Office supplies,16,2.96,47.360001
District 5,January,Office supplies,17,2.77,47.09
District 5,January,Office supplies,9,.73000002,6.5700002
District 5,January,Food,19,2.28,43.32
District 5,January,Food,4,.75,3
District 5,February,Mentors,2,5,10
District 5,February,Food,9,2.27,20.43
District 5,February,Food,11,.63,6.9299998
District 5,February,Food,9,2.96,26.639999
District 5,February,Office supplies,6,.62,3.72
District 5,February,Office supplies,2,2.49,4.98
District 5,February,Food,20,.81,16.200001
District 5,February,Food,12,.81,9.7200003
District 5,February,Food,5,.91000003,4.5500002
District 5,February,Food,20,.13,2.5999999
District 5,February,Office supplies,7,.69999999,4.9000001
District 5,February,Office supplies,10,2.8900001,28.900002
District 5,February,Office supplies,9,2.0999999,18.9
District 5,February,Office supplies,2,.33000001,.66000003
District 5,February,Food,13,2.8299999,36.790001
District 5,February,Food,4,2.9300001,11.72
District 5,February,Office supplies,5,2.4100001,12.05
District 5,February,Food,14,.56999999,7.98
District 5,February,Office supplies,19,.40000001,7.5999999
District 5,February,Food,19,2.1199999,40.279999
District 5,February,Office supplies,4,.41999999,1.6799999
District 5,February,Food,18,2.77,49.860001
District 5,February,Food,20,.55000001,11
District 5,February,Food,4,.33000001,1.3200001
District 5,February,Food,2,2.6400001,5.2800002
District 5,March,Mentors,2,5,10
District 5,March,Food,19,1.29,24.509998
District 5,March,Office supplies,4,1.4299999,5.7199998
District 5,March,Office supplies,6,2.9200001,17.52
District 5,March,Food,13,.34,4.4200001
District 5,March,Food,17,1.64,27.879999
District 5,March,Food,12,1.34,16.08
District 5,March,Food,7,1.48,10.360001
District 5,March,Office supplies,3,.94999999,2.8499999
District 5,March,Food,10,1.14,11.4
District 5,March,Food,13,1.77,23.01
District 5,March,Food,20,.98000002,19.6
District 5,March,Office supplies,12,2.8599999,34.32
District 5,March,Office supplies,17,1.58,26.860001
District 5,March,Food,7,1.83,12.81
District 5,March,Food,12,2.9400001,35.279999
District 5,March,Food,20,1.47,29.400002
District 5,March,Food,17,.5,8.5
District 5,March,Food,11,1.13,12.43
District 5,March,Office supplies,18,2.1900001,39.420002
District 5,March,Office supplies,6,2.73,16.380001
District 5,March,Office supplies,7,1.17,8.1899996
District 5,April,Mentors,2,5,10
District 5,April,Food,9,1.91,17.190001
District 5,April,Food,2,2.95,5.9000001
District 5,April,Food,5,2.05,10.25
District 5,April,Office supplies,10,.51999998,5.1999998
District 5,April,Food,17,.15000001,2.5500002
District 5,April,Office supplies,17,.27000001,4.5900002
District 5,April,Office supplies,19,.66000003,12.540001
District 5,April,Food,13,.52999997,6.8899994
District 5,April,Food,10,1.88,18.799999
District 5,April,Food,19,2.49,47.310001
District 5,April,Food,17,2.53,43.009998
District 5,April,Food,20,2.8299999,56.599998
District 5,April,Office supplies,5,1.4400001,7.2000003
District 5,April,Food,17,.88999999,15.13
District 5,April,Food,20,.20999999,4.1999998
District 5,April,Office supplies,5,.82999998,4.1500001
District 5,April,Food,20,.83999997,16.799999
District 5,April,Office supplies,13,1.29,16.77
District 5,April,Office supplies,2,1.5700001,3.1400001
District 5,April,Food,19,1.54,29.259998
District 5,May,Mentors,2,5,10
District 5,May,Food,11,.69999999,7.6999998
District 5,May,Food,20,1.61,32.200001
District 5,May,Food,18,1.66,29.879999
District 5,May,Office supplies,11,.34999999,3.8499999
District 5,May,Food,14,.86000001,12.04
District 5,May,Office supplies,10,2.71,27.1
District 5,May,Office supplies,17,.23,3.9100001
District 5,May,Food,4,.41,1.64
District 5,May,Office supplies,7,.77999997,5.46
District 5,May,Food,18,.17,3.0599999
District 5,May,Food,2,2.55,5.0999999
District 5,May,Food,11,1.91,21.01
District 5,May,Office supplies,7,2.45,17.15
District 5,May,Food,20,2.3399999,46.799999
District 5,May,Food,19,1.01,19.190001
District 5,May,Food,18,1.75,31.5
District 5,May,Food,4,.23,.92000002
District 5,May,Food,7,.56,3.9200001
District 5,May,Food,17,2.48,42.16
District 5,May,Office supplies,11,2.8499999,31.349998
District 5,May,Food,13,2.72,35.360001
District 5,June,Mentors,2,5,10
District 5,June,Food,3,.28999999,.87
District 5,June,Food,4,2.01,8.04
District 5,June,Office supplies,4,1.17,4.6799998
District 5,June,Food,11,1.8200001,20.02
District 5,June,Food,11,1.86,20.460001
District 5,June,Food,19,1.33,25.27
District 5,June,Food,16,2.9000001,46.400002
District 5,June,Office supplies,19,1.05,19.949999
District 5,June,Food,3,.07,.21000001
District 5,June,Office supplies,2,2.5899999,5.1799998
District 5,June,Food,14,.079999998,1.12
District 5,June,Office supplies,6,1.5,9
District 5,June,Food,3,2.3699999,7.1099997
District 5,June,Office supplies,18,2.8900001,52.02
District 5,June,Food,4,.61000001,2.4400001
District 5,June,Food,12,.17,2.04
District 5,July,Mentors,2,5,10
District 5,July,Office supplies,20,.039999999,.79999995
District 5,July,Office supplies,8,.28,2.24
District 5,July,Office supplies,16,1.1900001,19.040001
District 5,July,Food,19,1.39,26.41
District 5,July,Office supplies,11,1.54,16.939999
District 5,July,Food,5,1.21,6.0500002
District 5,July,Food,17,2.1700001,36.889999
District 5,July,Office supplies,4,2.8399999,11.36
District 5,July,Food,13,1.6900001,21.970001
District 5,July,Food,4,2.27,9.0799999
District 5,July,Food,8,.34999999,2.8
District 5,July,Food,13,.56999999,7.4099998
District 5,July,Food,8,1.41,11.28
District 5,July,Food,5,1.4299999,7.1499996
District 5,July,Food,10,.1,1
District 5,July,Office supplies,16,1.72,27.52
District 5,July,Food,5,1,5
District 5,July,Office supplies,1,.49000001,.49000001
District 5,July,Food,17,1.05,17.849998
District 5,July,Food,9,2.6300001,23.670002
District 5,August,Mentors,2,5,10
District 5,August,Food,18,1.65,29.699999
District 5,August,Office supplies,11,1,11
District 5,August,Food,1,1.39,1.39
District 5,August,Food,6,2.53,15.18
District 5,August,Office supplies,12,2.4400001,29.280001
District 5,August,Food,1,.61000001,.61000001
District 5,August,Food,7,2.9200001,20.440001
District 5,August,Food,2,2.4400001,4.8800001
District 5,August,Food,4,.41999999,1.6799999
District 5,August,Food,13,1.11,14.43
District 5,August,Food,2,2.0799999,4.1599998
District 5,August,Office supplies,5,2.1600001,10.8
District 5,August,Food,17,.85000002,14.450001
District 5,August,Office supplies,11,1.21,13.31
District 5,August,Food,6,1.4299999,8.5799999
District 5,August,Office supplies,20,1.99,39.799999
District 5,August,Food,8,.16,1.28
District 5,August,Office supplies,3,.25,.75
District 5,August,Food,19,2.48,47.119999
District 5,August,Food,8,1.34,10.72
District 5,September,Mentors,2,5,10
District 5,September,Food,14,2.5599999,35.84
District 5,September,Food,8,.0099999998,.079999998
District 5,September,Food,19,2.3800001,45.220001
District 5,September,Food,7,.46000001,3.22
District 5,September,Food,10,1.45,14.5
District 5,September,Food,10,.80000001,8
District 5,September,Food,4,2.76,11.04
District 5,September,Food,20,2.6199999,52.399998
District 5,September,Office supplies,10,.66000003,6.6000004
District 5,September,Office supplies,1,2.7,2.7
District 5,September,Food,7,2.76,19.32
District 5,September,Food,19,1.28,24.32
District 5,September,Office supplies,9,2.03,18.27
District 5,September,Food,8,2.8099999,22.48
District 5,September,Food,6,1.63,9.7799997
District 5,September,Food,6,1.0599999,6.3599997
District 5,September,Office supplies,5,2.6400001,13.200001
District 5,September,Food,1,.66000003,.66000003
District 5,September,Food,19,.56,10.64
District 5,September,Office supplies,14,.69,9.6599998
District 5,October,Mentors,2,5,10
District 5,October,Office supplies,20,.99000001,19.799999
District 5,October,Food,13,.92000002,11.96
District 5,October,Food,16,1.21,19.360001
District 5,October,Office supplies,20,2.3,46
District 5,October,Food,5,1.09,5.4500003
District 5,October,Office supplies,17,2.3800001,40.460003
District 5,October,Food,14,.44999999,6.2999997
District 5,October,Food,20,.38999999,7.7999997
District 5,October,Food,1,.62,.62
District 5,October,Food,10,2.71,27.1
District 5,October,Office supplies,4,2.05,8.1999998
District 5,October,Office supplies,18,1.76,31.68
District 5,October,Office supplies,1,1.96,1.96
District 5,October,Food,13,2.8199999,36.66
District 5,October,Food,6,1.91,11.46
District 5,October,Food,14,1.5599999,21.84
District 5,October,Office supplies,5,.13,.64999998
District 5,October,Food,15,1.55,23.25
District 5,October,Office supplies,4,1.0700001,4.2800002
District 5,October,Food,20,.81999999,16.4
District 5,October,Office supplies,4,.94999999,3.8
District 5,October,Office supplies,8,2.1600001,17.280001
District 5,October,Food,20,.58999997,11.799999
District 5,October,Food,7,1.98,13.860001
District 5,October,Food,1,1.77,1.77
District 5,November,Mentors,2,5,10
District 5,November,Office supplies,12,1.8099999,21.719999
District 5,November,Office supplies,3,2.6199999,7.8599997
District 5,November,Office supplies,20,.02,.39999998
District 5,November,Office supplies,13,2.1300001,27.690002
District 5,November,Office supplies,3,.31999999,.95999998
District 5,November,Food,11,1.86,20.460001
District 5,November,Office supplies,6,2.6800001,16.08
District 5,November,Food,19,2.3,43.700001
District 5,November,Food,17,2.1700001,36.889999
District 5,November,Food,12,.98000002,11.76
District 5,November,Food,14,1.15,16.1
District 5,November,Food,9,1.0700001,9.6300001
District 5,November,Food,2,1.47,2.9400001
District 5,November,Food,7,.050000001,.34999999
District 5,November,Office supplies,3,1.47,4.4099998
District 5,November,Office supplies,9,1.46,13.14
District 5,November,Office supplies,11,1.55,17.049999
District 5,November,Food,9,2.5,22.5
District 5,November,Office supplies,16,2.5,40
District 5,November,Food,2,2.0599999,4.1199999
District 5,November,Food,3,.22,.65999997
District 5,November,Food,4,2.8499999,11.4
District 5,December,Mentors,2,5,10
District 5,December,Office supplies,1,1.34,1.34
District 5,December,Office supplies,14,.88999999,12.46
District 5,December,Food,20,2.99,59.799999
District 5,December,Office supplies,7,.89999998,6.2999997
District 5,December,Food,16,1.41,22.559999
District 5,December,Food,16,2.21,35.360001
District 5,December,Office supplies,20,1.6799999,33.599998
District 5,December,Office supplies,3,.61000001,1.83
District 5,December,Office supplies,19,1.51,28.690001
District 5,December,Office supplies,13,2.29,29.77
District 5,December,Office supplies,4,1.6,6.4000001
District 5,December,Office supplies,3,.44999999,1.3499999
District 5,December,Food,19,2.6700001,50.730003
District 5,December,Food,16,.88999999,14.24
District 5,December,Food,11,2.3599999,25.959999
District 5,December,Office supplies,20,1.01,20.200001
District 5,December,Office supplies,12,2.8599999,34.32
District 5,December,Office supplies,10,1.77,17.700001
District 6,January,Mentors,2,5,10
District 6,January,Office supplies,14,1.4,19.6
District 6,January,Food,14,2.3399999,32.759998
District 6,January,Food,19,1.6799999,31.919998
District 6,January,Office supplies,19,2.8,53.200001
District 6,January,Office supplies,15,2.8699999,43.049999
District 6,January,Food,6,2.55,15.299999
District 6,January,Food,10,2.8299999,28.299999
District 6,January,Food,4,0,0
District 6,January,Office supplies,16,1.76,28.16
District 6,January,Office supplies,15,.94,14.1
District 6,January,Food,14,2.03,28.42
District 6,January,Office supplies,12,2.3199999,27.84
District 6,January,Office supplies,14,2.4100001,33.740002
District 6,January,Food,1,1.25,1.25
District 6,January,Office supplies,7,1.8,12.599999
District 6,January,Food,16,.40000001,6.4000001
District 6,January,Office supplies,6,2.48,14.88
District 6,January,Food,15,.07,1.05
District 6,January,Food,20,2,40
District 6,February,Mentors,2,5,10
District 6,February,Food,3,2.22,6.6599998
District 6,February,Office supplies,2,.1,.2
District 6,February,Food,6,1.46,8.7600002
District 6,February,Food,11,.92000002,10.12
District 6,February,Food,20,1.48,29.6
District 6,February,Office supplies,13,1.66,21.58
District 6,February,Office supplies,1,.94,.94
District 6,February,Food,16,2.1199999,33.919998
District 6,February,Food,17,2.1400001,36.380001
District 6,February,Office supplies,9,.69,6.21
District 6,February,Food,17,1.23,20.91
District 6,February,Food,13,1.78,23.139999
District 6,February,Office supplies,2,2.1600001,4.3200002
District 6,February,Office supplies,12,.07,.84000003
District 6,February,Food,15,1.67,25.049999
District 6,February,Food,11,1.35,14.85
District 6,February,Food,5,.94,4.6999998
District 6,February,Office supplies,2,2.6400001,5.2800002
District 6,March,Mentors,2,5,10
District 6,March,Office supplies,20,1.4299999,28.599998
District 6,March,Food,13,2.2,28.6
District 6,March,Office supplies,17,1.8200001,30.940001
District 6,March,Food,6,.20999999,1.26
District 6,March,Office supplies,13,1.84,23.92
District 6,March,Office supplies,16,.93000001,14.88
District 6,March,Food,4,1.2,4.8000002
District 6,March,Food,1,2.1800001,2.1800001
District 6,March,Office supplies,1,.57999998,.57999998
District 6,March,Office supplies,14,1.1799999,16.519999
District 6,March,Food,17,2.45,41.650002
District 6,March,Food,7,.61000001,4.27
District 6,March,Office supplies,13,.31,4.0300002
District 6,March,Office supplies,6,1.14,6.8400002
District 6,March,Office supplies,19,1.98,37.619999
District 6,March,Food,3,.89999998,2.6999998
District 6,March,Food,12,1.65,19.799999
District 6,March,Food,20,.15000001,3
District 6,March,Food,11,.34,3.74
District 6,March,Food,19,1.9400001,36.860001
District 6,March,Office supplies,20,.99000001,19.799999
District 6,March,Food,13,2.3800001,30.940002
District 6,March,Food,6,2.1099999,12.66
District 6,April,Mentors,2,5,10
District 6,April,Office supplies,11,2.98,32.779999
District 6,April,Office supplies,15,.41,6.1500001
District 6,April,Food,15,1.41,21.15
District 6,April,Office supplies,11,.75999999,8.3599997
District 6,April,Food,5,1.88,9.3999996
District 6,April,Food,17,2.03,34.509998
District 6,April,Office supplies,19,.34999999,6.6500001
District 6,April,Food,5,2.26,11.3
District 6,April,Office supplies,17,.029999999,.50999999
District 6,April,Office supplies,4,2.0899999,8.3599997
District 6,April,Food,11,2.0899999,22.99
District 6,April,Food,5,1,5
District 6,April,Office supplies,15,.81999999,12.3
District 6,April,Food,1,1.4,1.4
District 6,April,Office supplies,7,.92000002,6.4400001
District 6,April,Food,15,1.8200001,27.300001
District 6,April,Office supplies,12,1.9,22.799999
District 6,April,Food,14,1.67,23.379999
District 6,April,Food,13,.82999998,10.79
District 6,May,Mentors,2,5,10
District 6,May,Office supplies,18,1.02,18.360001
District 6,May,Food,15,.69,10.35
District 6,May,Office supplies,11,3,33
District 6,May,Food,13,1.48,19.24
District 6,May,Office supplies,6,1.1900001,7.1400003
District 6,May,Food,16,1.74,27.84
District 6,May,Food,11,.079999998,.88
District 6,May,Food,10,1.74,17.4
District 6,May,Office supplies,10,1.91,19.1
District 6,May,Office supplies,4,1.29,5.1599998
District 6,May,Office supplies,9,2.96,26.639999
District 6,May,Office supplies,6,.91000003,5.46
District 6,June,Mentors,2,5,10
District 6,June,Office supplies,12,2.3099999,27.719999
District 6,June,Food,1,.23999999,.23999999
District 6,June,Food,14,1.74,24.360001
District 6,June,Office supplies,1,2.8399999,2.8399999
District 6,June,Office supplies,14,.58999997,8.2599993
District 6,June,Food,18,1.34,24.120001
District 6,June,Food,4,.02,.079999998
District 6,June,Office supplies,11,1.64,18.039999
District 6,June,Office supplies,16,.58999997,9.4399996
District 6,June,Office supplies,20,1.64,32.799999
District 6,June,Food,14,.20999999,2.9399998
District 6,June,Food,2,.43000001,.86000001
District 6,July,Mentors,2,5,10
District 6,July,Food,18,2.4400001,43.920002
District 6,July,Food,11,2.46,27.060001
District 6,July,Office supplies,15,2.1900001,32.850002
District 6,July,Office supplies,13,.79000002,10.27
District 6,July,Office supplies,12,.61000001,7.3200002
District 6,July,Office supplies,4,2.6400001,10.56
District 6,July,Food,16,1.62,25.92
District 6,July,Office supplies,18,.17,3.0599999
District 6,July,Office supplies,7,1.6900001,11.83
District 6,July,Food,15,2.8699999,43.049999
District 6,July,Food,1,.56,.56
District 6,July,Food,16,1,16
District 6,July,Food,2,.0099999998,.02
District 6,July,Food,15,2.8099999,42.149998
District 6,July,Food,9,2.1500001,19.35
District 6,July,Office supplies,6,.57999998,3.48
District 6,July,Office supplies,5,.12,.59999996
District 6,July,Food,18,1.84,33.119999
District 6,July,Food,2,1.23,2.46
District 6,July,Food,3,2.55,7.6499996
District 6,July,Office supplies,15,.49000001,7.3500004
District 6,July,Office supplies,4,.55000001,2.2
District 6,July,Office supplies,20,.33000001,6.6000004
District 6,July,Food,5,2.5,12.5
District 6,July,Food,7,.95999998,6.7199998
District 6,July,Office supplies,15,.1,1.5
District 6,July,Food,13,1.34,17.42
District 6,July,Office supplies,8,.23,1.84
District 6,July,Office supplies,6,2.01,12.059999
District 6,July,Food,19,2.24,42.560001
District 6,July,Food,3,.36000001,1.08
District 6,August,Mentors,2,5,10
District 6,August,Office supplies,16,1.12,17.92
District 6,August,Office supplies,4,2.21,8.8400002
District 6,August,Food,13,2.6300001,34.190002
District 6,August,Food,17,1.9400001,32.98
District 6,August,Office supplies,14,1.72,24.08
District 6,August,Office supplies,1,.31,.31
District 6,August,Office supplies,15,1.71,25.650002
District 6,August,Food,1,1.36,1.36
District 6,August,Office supplies,15,.44,6.5999999
District 6,August,Food,15,.92000002,13.8
District 6,August,Food,20,2.1099999,42.199997
District 6,August,Food,9,2.0699999,18.629999
District 6,August,Food,8,1.66,13.28
District 6,August,Office supplies,8,.34,2.72
District 6,August,Office supplies,9,2.74,24.66
District 6,August,Food,15,1.87,28.049999
District 6,August,Food,16,2.1700001,34.720001
District 6,August,Food,5,.36000001,1.8000001
District 6,August,Food,4,1.41,5.6399999
District 6,September,Mentors,2,5,10
District 6,September,Office supplies,4,.25,1
District 6,September,Office supplies,2,.47999999,.95999998
District 6,September,Food,18,1.3200001,23.76
District 6,September,Food,1,2.97,2.97
District 6,September,Office supplies,11,.34,3.74
District 6,September,Food,18,1.34,24.120001
District 6,September,Office supplies,4,2.5,10
District 6,September,Office supplies,5,1.6799999,8.3999996
District 6,September,Office supplies,11,.5,5.5
District 6,September,Office supplies,17,1.96,33.32
District 6,September,Office supplies,16,1.11,17.76
District 6,September,Office supplies,18,.63999999,11.52
District 6,September,Office supplies,20,.31999999,6.3999996
District 6,September,Office supplies,16,2.02,32.32
District 6,October,Mentors,2,5,10
District 6,October,Food,20,2.46,49.200001
District 6,October,Food,12,2.1900001,26.280001
District 6,October,Office supplies,10,2.0899999,20.9
District 6,October,Office supplies,8,.13,1.04
District 6,October,Office supplies,20,2.9000001,58
District 6,October,Office supplies,16,2.6500001,42.400002
District 6,October,Food,20,.75999999,15.2
District 6,October,Office supplies,12,1.14,13.68
District 6,October,Office supplies,2,2.45,4.9000001
District 6,October,Office supplies,17,2.0999999,35.699997
District 6,October,Office supplies,17,1.39,23.629999
District 6,October,Food,11,.83999997,9.2399998
District 6,October,Office supplies,19,2.22,42.18
District 6,October,Food,12,.44,5.2799997
District 6,October,Food,8,.2,1.6
District 6,November,Mentors,2,5,10
District 6,November,Food,20,1.04,20.799999
District 6,November,Office supplies,16,2.0699999,33.119999
District 6,November,Food,20,.14,2.8
District 6,November,Office supplies,12,.039999999,.47999999
District 6,November,Food,4,.94,3.76
District 6,November,Office supplies,14,2.6800001,37.52
District 6,November,Food,2,2.6099999,5.2199998
District 6,November,Office supplies,10,2.3199999,23.199999
District 6,November,Office supplies,8,2.1900001,17.52
District 6,November,Office supplies,17,.50999999,8.6700001
District 6,November,Office supplies,10,.91000003,9.1000004
District 6,November,Office supplies,3,.34999999,1.05
District 6,November,Office supplies,17,2.9400001,49.98
District 6,November,Office supplies,12,1.15,13.799999
District 6,November,Food,7,2.3,16.1
District 6,November,Food,20,2.1700001,43.400002
District 6,November,Food,17,2.4000001,40.800003
District 6,November,Office supplies,5,.28999999,1.4499999
District 6,November,Food,11,1.7,18.700001
District 6,November,Office supplies,1,.62,.62
District 6,November,Office supplies,6,.81999999,4.9200001
District 6,November,Food,16,1.16,18.559999
District 6,November,Office supplies,12,1.6900001,20.280001
District 6,November,Food,4,1.12,4.48
District 6,December,Mentors,2,5,10
District 6,December,Food,18,.98000002,17.639999
District 6,December,Office supplies,10,1.13,11.3
District 6,December,Office supplies,10,.0099999998,.099999994
District 6,December,Office supplies,18,.81999999,14.76
District 6,December,Food,19,2.4300001,46.170002
District 6,December,Food,19,1.86,35.34
District 6,December,Office supplies,12,.13,1.5599999
District 6,December,Office supplies,12,.80000001,9.6000004
District 6,December,Food,3,1.0599999,3.1799998
District 6,December,Food,1,1.1799999,1.1799999
District 6,December,Office supplies,10,2.6900001,26.900002
District 6,December,Food,2,.68000001,1.36
District 6,December,Office supplies,12,.97000003,11.64
District 6,December,Office supplies,8,1.3,10.4
District 6,December,Office supplies,19,1.59,30.210001
District 6,December,Food,9,1.96,17.639999
District 6,December,Office supplies,19,.88,16.719999
District 6,December,Office supplies,3,.81999999,2.46
District 6,December,Food,16,.41,6.5599999
District 6,December,Office supplies,1,2.5899999,2.5899999
District 6,December,Food,12,2.6600001,31.920002
District 6,December,Office supplies,8,.27000001,2.1600001
District 6,December,Office supplies,8,1.27,10.16
District 6,December,Food,10,1.24,12.4
District 6,December,Food,18,.68000001,12.24
District 7,January,Mentors,2,5,10
District 7,January,Food,10,2.0699999,20.699999
District 7,January,Food,7,.63,4.4099998
District 7,January,Food,20,.050000001,1
District 7,January,Office supplies,16,2.6300001,42.080002
District 7,January,Office supplies,17,2.9100001,49.470001
District 7,January,Office supplies,9,2.0599999,18.539999
District 7,January,Office supplies,3,2.29,6.8699999
District 7,January,Office supplies,1,2.1600001,2.1600001
District 7,January,Office supplies,8,1.74,13.92
District 7,January,Office supplies,4,.31,1.24
District 7,January,Food,5,2.29,11.45
District 7,January,Office supplies,19,1.03,19.57
District 7,January,Food,2,.94999999,1.9
District 7,January,Office supplies,18,1.27,22.860001
District 7,January,Food,8,2.9400001,23.52
District 7,January,Office supplies,16,.94999999,15.2
District 7,January,Office supplies,5,2.0999999,10.5
District 7,February,Mentors,2,5,10
District 7,February,Food,2,1.78,3.5599999
District 7,February,Office supplies,20,2.9000001,58
District 7,February,Office supplies,6,.77999997,4.6799998
District 7,February,Office supplies,10,1.66,16.6
District 7,February,Food,20,.86000001,17.200001
District 7,February,Office supplies,1,2.76,2.76
District 7,February,Office supplies,7,.93000001,6.5100002
District 7,February,Office supplies,1,.85000002,.85000002
District 7,February,Food,17,2.4000001,40.800003
District 7,February,Office supplies,13,2.5799999,33.540001
District 7,February,Office supplies,8,.91000003,7.2800002
District 7,February,Office supplies,8,1.83,14.64
District 7,February,Food,3,.33000001,.99000001
District 7,February,Food,13,.34999999,4.5499997
District 7,February,Office supplies,4,.63999999,2.5599999
District 7,February,Office supplies,2,1.29,2.5799999
District 7,February,Food,8,.46000001,3.6800001
District 7,February,Office supplies,11,.76999998,8.4699993
District 7,March,Mentors,2,5,10
District 7,March,Office supplies,13,2.24,29.120001
District 7,March,Food,14,2.49,34.860001
District 7,March,Food,6,1.76,10.559999
District 7,March,Food,8,1.51,12.08
District 7,March,Food,4,1.71,6.8400002
District 7,March,Office supplies,8,2.1500001,17.200001
District 7,March,Food,19,.41999999,7.9799995
District 7,March,Office supplies,15,.47,7.0500002
District 7,March,Food,3,2.1500001,6.4500003
District 7,March,Food,7,2.5699999,17.99
District 7,March,Food,10,.12,1.1999999
District 7,March,Food,12,1.17,14.039999
District 7,March,Food,11,.56,6.1599998
District 7,March,Office supplies,17,.79000002,13.43
District 7,March,Food,15,.12,1.8
District 7,March,Food,10,2.8399999,28.4
District 7,March,Food,4,1.79,7.1599998
